Sleeping Dogs,0.09,0,XOne
Wing Arms,0,0.2,SAT
Press Your Luck 2010 Edition,0,0,DS
Apache: Air Assault,0.06,0,PS3
Pro Yaky? Spirits 2013,0,0.2,PS3
Cabela's North American Adventures,0,0,Wii
Wizards of Waverly Place: Spellbound,0.03,0,DS
Dying Light,0.06,0,PC
Cabela's Big Game Hunter (2008),0.08,0,PS2
The Cheetah Girls: Passport to Stardom,0,0,DS
Grandia II,0,0.2,DC
Namco Museum Vol.4,0.01,0.16,PS
Ridge Racer 6,0.02,0.07,X360
Shark Tale,0.04,0,XB
NFL Street 2,0.04,0,GC
Pro Yaky? Spirits 2013,0,0.2,PSP
My Secret World by Imagine,0.2,0,DS
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.08,0,PS2
Zone of the Enders HD Collection,0.03,0.01,X360
Record of Agarest War,0,0.01,X360
Gladius,0.08,0,PS2
Earth Defense Force: Insect Armageddon,0.04,0.08,PS3
Dave Mirra Freestyle BMX 2,0.04,0,XB
Pro Yaky? Spirits 2012,0,0.2,PSP
SpongeBob SquarePants: Revenge of the Flying Dutchman,0.04,0,GC
Taiko no Tatsujin: Go! Go! Godaime,0,0.2,PS2
Taiko Drum Master,0.08,0,PS2
Bust-A-Move 2 Arcade Edition,0.07,0,PS
Tetris Worlds (Online Edition),0.04,0,XB
Total War: Shogun 2 - Fall of the Samurai,0.1,0,PC
Dungeon Hunter Alliance,0.09,0,PSV
Forgotten Realms: Demon Stone,0.08,0,PS2
Super Baseball Simulator 1.000,0,0.2,SNES
Soldier of Fortune: Payback,0,0,X360
Afro Samurai,0.05,0,PS3
Looney Tunes: Space Race,0.08,0,PS2
Puzzle Challenge: Crosswords and More!,0,0,PSP
Neighborhood Games,0.02,0,Wii
Backyard Hockey,0.05,0,GBA
The Amazing Spider-Man (Console Version),0.03,0,DS
Farming Simulator 2015,0.08,0,XOne
Silent Hill: Book of Memories,0.05,0,PSV
Playboy: The Mansion,0.08,0,PS2
Jikkyou Powerful Pro Yakyuu 2010,0,0.2,PSP
Sid Meier's Pirates!,0.01,0,PSP
Ore no Shikabane o Koete Yuke,0,0.2,PSP
Baja: Edge of Control,0.06,0,X360
Tiger Woods PGA Tour 06,0,0,PSP
Shaman King: Spirit of Shamans,0,0.18,PS
Ratatouille,0.05,0,GBA
Bleach: The 3rd Phantom,0.02,0.07,DS
The Fairly Odd Parents: Enter the Cleft,0.05,0,GBA
MC Groovz Dance Craze,0.04,0,GC
The Thing,0.04,0,XB
Tom and Jerry in House Trap,0.07,0,PS
Power Rangers: Time Force,0.05,0,GBA
Untold Legends: Dark Kingdom,0.02,0.02,PS3
Jikkyou Powerful Pro Yakyuu 2011,0,0.2,PSP
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,0,0.2,DS
Plants vs. Zombies,0,0,PS3
Baldur's Gate: Dark Alliance,0.04,0,XB
Prince of Persia: Warrior Within,0.04,0,GC
Mahjongg Mysteries: Ancient Egypt,0.11,0,DS
Aikatsu! Cinderella Lesson,0,0.2,3DS
UFC: Tapout,0.05,0,XB
Warriors Orochi,0.01,0,X360
Predator: Concrete Jungle,0.07,0,PS2
Cabela's Survival: Shadows of Katmai,0.04,0,Wii
Arcana Heart 3,0.04,0.1,PS3
X-Men Origins: Wolverine,0.03,0,DS
Big Mutha Truckers 2,0.07,0,PS2
Armored Core 4,0,0.09,PS3
Shutter Island,0.17,0,PC
Solatorobo: Red the Hunter,0.04,0.07,DS
NHL FaceOff 2001,0.07,0,PS2
Mana Khemia 2: Fall of Alchemy,0.05,0.05,PS2
The Great Escape,0.07,0,PS2
Just Dance 2: Extra Songs,0.17,0,Wii
Castlevania: Lords of Shadow 2,0.12,0.02,PS3
Dexter's Lab Chess Challenge,0.05,0,GBA
CSI: Unsolved!,0.05,0,DS
Big Mutha Truckers,0.04,0,XB
Way of the Samurai 4,0.03,0.16,PS3
ESA Foundation Compilation,0.07,0,PS2
The Hobbit,0.05,0,GBA
The King of Fighters XI,0.06,0.04,PS2
Tom Clancy's Splinter Cell: Essentials,0.01,0,PSP
The Naked Brothers Band: The Video Game,0,0,DS
Chronicles of Mystery: Curse of the Ancient Temple,0.1,0,DS
Dragon Ball Z: Idainaru Dragon Ball Densetsu,0,0.18,PS
Major League Baseball 2K12,0,0,PS3
Family Guy,0,0,PSP
Dead Space 3,0.16,0,PC
Sniper Elite,0.07,0,PS2
Yoga Wii,0.04,0,Wii
MLB 16: The Show,0,0,PS3
Harry Potter and the Goblet of Fire,0,0,PSP
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,0,0.19,DS
Parlor! Mini 4,0,0.19,SNES
Breath of Fire II,0.05,0,GBA
The Amazing Spider-Man (Console Version),0.03,0,3DS
Danganronpa 2: Goodbye Despair,0,0.19,PSP
Iron Chef America: Supreme Cuisine,0,0,DS
Test Drive Unlimited 2,0.11,0,PC
UFC Personal Trainer: The Ultimate Fitness System,0.08,0,PS3
Ice Age 2: The Meltdown,0.04,0,GC
Conan,0.02,0,X360
Steins;Gate,0,0.19,PSP
Dinotopia: The Timestone Pirates,0.05,0,GBA
Power Pro Kun Pocket 12,0,0.19,DS
Petz Pony: Beauty Pageant,0,0,DS
Rune Factory: Tides of Destiny,0,0.06,Wii
J-League Jikkyou Winning Eleven 3,0,0.18,PS
No More Heroes: Heroes' Paradise,0.04,0.04,PS3
Jissen Pachi-Slot Hisshouhou,0,0.19,SNES
Shin Megami Tensei IV: Final,0,0.14,3DS
Aliens vs Predator,0.17,0,PC
Captain America: Super Soldier,0.06,0,PS3
Pac-Man & Galaga Dimensions,0.04,0.04,3DS
Manhunt,0.04,0,XB
NCAA Final Four 2003,0.07,0,PS2
Dynasty Warriors: Gundam 2,0.03,0.08,X360
Dream Salon,0,0,DS
Bound By Flame,0.09,0,PS4
We Wish You A Merry Christmas,0.04,0,Wii
Spectrobes: Origins,0.02,0,Wii
Rock Band Country Track Pack,0,0,PS3
Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,0,0.19,3DS
J-League Excite Stage '96,0,0.19,SNES
Just Dance: Greatest Hits,0.04,0,Wii
New Love Plus,0,0.19,3DS
DanceMasters,0.02,0.02,X360
Breath of Fire: Dragon Quarter,0.07,0,PS2
Jikkyou J-League Perfect Striker,0,0.19,N64
Super Robot Taisen: Scramble Commander,0,0.19,PS2
Shiren the Wanderer,0,0.11,Wii
Re-Volt,0.07,0,PS
Kan Colle Kai,0,0.19,PSV
Descent,0.07,0,PS
LEGO Marvel's Avengers,0.09,0.01,3DS
Just Dance 2016,0.06,0,PS3
Spore Hero Arena,0,0,DS
Disney's Magical Mirror Starring Mickey Mouse,0.04,0,GC
Enchanted Arms,0.02,0,X360
Are You Smarter Than a 5th Grader? Back to School,0,0,Wii
Conflict: Denied Ops,0.09,0,X360
Mafia III,0.1,0,PC
The Rise of the Argonauts,0.11,0,PS3
Barbie Fashion Show: An Eye for Style,0,0,DS
IHRA Professional Drag Racing 2005,0.07,0,PS2
Mace Griffin: Bounty Hunter,0.07,0,PS2
101-in-1 Explosive Megamix,0.12,0,DS
Legacy of Kain: Defiance,0.04,0,XB
Final Fantasy XI,0.01,0,X360
Scene It? Twilight,0.06,0,DS
Trivial Pursuit unhinged,0.07,0,PS2
Tales of the World: Narikiri Dungeon 2,0,0.19,GBA
Peter Jackson's King Kong: The Official Game of the Movie,0.01,0,PSP
Fighter Within,0.07,0,XOne
Aliens versus Predator: Extinction,0.07,0,PS2
Shrek: Forever After,0.02,0,PS3
Silent Scope 2: Dark Silhouette,0.07,0,PS2
The Spiderwick Chronicles,0,0,Wii
Dave Mirra Freestyle BMX 2,0.05,0,GBA
X-Men Origins: Wolverine,0.03,0,PSP
Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,0,0.19,SNES
Tokimeki Memorial Girl's Side 3rd Story,0,0.19,DS
NHL Hitz Pro,0.07,0,PS2
Allied General,0.07,0,PS
Marvel Super Hero Squad: Comic Combat,0.05,0,PS3
Kamen Rider: Battride War,0,0.19,PS3
Fire ProWrestling G,0,0.18,PS
Space Invaders Extreme 2,0.01,0,DS
Need for Speed: The Run,0.09,0,3DS
Supreme Commander 2,0.15,0,PC
Avatar: The Last Airbender - Into the Inferno,0.01,0,Wii
Quantum Theory,0.09,0.02,PS3
Dawn of Discovery,0.06,0,Wii
Guitar Hero Live,0.05,0,WiiU
GunGriffon,0,0.19,SAT
SingStar Pop Vol.2,0.07,0,PS2
SNK Arcade Classics Vol. 1,0.07,0,PS2
Darkstalkers 3,0.07,0,PS
International Cricket 2010,0.15,0,PS3
Frequency,0.07,0,PS2
Inazuma Eleven Strikers 2012 Xtreme,0,0.19,Wii
The Polar Express,0.05,0,GBA
Dynasty Warriors 8: Empires,0.07,0.03,PS4
2002 FIFA World Cup,0.04,0,XB
SpongeBob SquigglePants 3D,0.05,0,3DS
Jampack: Summer 2003 (RP-T),0.07,0,PS2
Frogger's Adventures 2: The Lost Wand,0.05,0,GBA
Sudeki,0.04,0,XB
Majin and the Forsaken Kingdom,0.03,0,X360
Silent Hill HD Collection,0.06,0.01,X360
Arc Rise Fantasia,0,0.06,Wii
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",0,0.19,PSP
Hot Wheels: Track Attack,0.03,0,Wii
Quake,0.04,0,N64
SpongeBob's Surf & Skate Roadtrip,0.03,0,X360
Sesame Street: Elmo's Number Journey,0.04,0,N64
Hexen,0.04,0,N64
Mace: The Dark Age,0.04,0,N64
Puyo Puyo Sun 64,0,0.16,N64
AeroFighters Assault,0.04,0,N64
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),0,0.19,N64
South Park: The Stick of Truth,0.1,0,PC
Tottadoo! Yoiko no Mujintou Seikatsu,0,0.19,DS
Teenage Mutant Ninja Turtles 2: Battle Nexus,0.04,0,GC
Barbie Horse Adventures: Riding Camp,0.07,0,PS2
MLB 12: The Show,0,0,PSV
God Eater Resurrection,0,0.19,PSV
SSX Tricky,0.05,0,GBA
Kenka Banchou 4: Ichinen Sensou,0,0.19,PSP
Warhammer: Shadow of the Horned Rat,0.07,0,PS
NBA 2K11,0,0,PC
Pet Zombies,0,0,3DS
Pro Yakyuu Team o Tsukurou!,0,0.19,DS
WWE All Stars,0.07,0,Wii
Naruto: Ninja Destiny,0.01,0.16,DS
FaceBreaker,0.02,0,X360
ESPN International Track & Field,0.07,0,PS2
Spider-Man: Shattered Dimensions,0.01,0,DS
Lunar Legend,0.05,0,GBA
Conflict: Global Terror,0.07,0,PS2
Dante's Inferno,0.03,0.01,PSP
Mystery Tales of Time Travel,0.15,0,DS
Injustice: Gods Among Us,0.08,0,WiiU
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,0,0.19,PS2
NASCAR Unleashed,0,0,3DS
Tomb Raider: Underworld,0.02,0,DS
Death Jr.,0,0,PSP
Hulk,0.04,0,GC
Boogie,0.07,0,PS2
Arcade Shooting Gallery,0,0,Wii
Phantasy Star Universe,0,0.19,PS2
Gungrave,0.07,0,PS2
Schlag den Raab,0.16,0,Wii
Transworld Surf,0.07,0,PS2
Tenchu: Fatal Shadows,0.07,0,PS2
50 Cent: Blood on the Sand,0.06,0.01,PS3
Metro: Last Light,0.11,0,PC
Evolve,0.1,0,PC
FIFA 14,0.15,0,PSP
Resident Evil: Revelations,0.07,0.03,WiiU
Namco Museum Megamix,0,0,Wii
Chaotic: Shadow Warriors,0,0,Wii
The Legend of Spyro: A New Beginning,0.04,0,GC
International Soccer,0.01,0,2600
Princess Maker: Yumemiru Yosei,0,0.18,PS
3rd Super Robot Wars Z: Tengoku-Hen,0,0.19,PSV
Armored Core: For Answer,0.02,0.1,PS3
Big Air,0.07,0,PS
Shining Force II,0,0.19,GEN
Taiko no Tatsujin: Wii U Version!,0,0.19,WiiU
Gallop Racer,0,0.18,PS
The Walking Dead: Season Two,0.06,0,PS3
Harry Potter and the Prisoner of Azkaban,0.04,0,XB
3rd Super Robot Wars Z Jigoku Hen,0,0.19,PSV
Where's Waldo? The Fantastic Journey,0,0,Wii
Sudoku Gridmaster (JP sales),0,0.19,DS
Monsters vs. Aliens,0,0,PS2
College Slam,0.07,0,PS
Street Fighter X Tekken,0.04,0.01,PSV
Nobunaga no Yabou: Souzou,0,0.19,PS3
The Legend of Heroes: Trails of Cold Steel II,0.02,0.13,PSV
Pro Yaky? Spirits 4,0,0.19,PS2
Rock Band Track Pack Volume 2,0.01,0,X360
Need for Speed: Shift 2 Unleashed,0.11,0,PC
Tamagotchi Party On!,0,0.06,Wii
Daigasso! Band Brothers,0,0.19,DS
Rise of the Kasai,0.07,0,PS2
Thoroughbred Breeder,0,0.19,SNES
Momotarou Dentetsu World,0,0.19,DS
Singstar: Ultimate Party,0.16,0,PS4
Beyblade: Metal Fusion - Battle Fortress,0,0.03,Wii
Risen,0.11,0,X360
Nostalgia,0,0.02,DS
Dynasty Warriors Gundam,0.01,0.02,X360
Chibi-Robo! Park Patrol,0,0.19,DS
Jurassic: The Hunted,0,0,PS3
Farmtopia,0,0,DS
DanceDanceRevolution,0.05,0,PS3
Tom Clancy's Splinter Cell: Blacklist,0.13,0,PC
"Ni Hao, Kai-lan: Super Game Day",0,0,Wii
One Piece: Unlimited Adventure,0,0.11,Wii
Shaun White Skateboarding,0.05,0,PS3
Crash & Spyro Superpack,0.05,0,GBA
Reel Fishing Paradise 3D,0,0.06,3DS
Conflict: Denied Ops,0.1,0,PS3
Binary Domain,0.06,0.02,X360
Kuma-Tomo,0,0.19,3DS
IL-2 Sturmovik: Birds of Prey,0.07,0,PSP
ThunderStrike 2,0.07,0,PS
Magical ZhuZhu Princess: Carriages & Castles,0.04,0,DS
Pro Yaky? Spirits 2012,0,0.19,PS3
Super Real Mahjong P V,0,0.19,SAT
Thomas the Tank Engine & Friends,0.05,0,GBA
Penguin no Mondai X: Tenkuu no 7 Senshi,0,0.19,DS
The Scorpion King: Sword of Osiris,0.05,0,GBA
Jeep Thrills,0,0,Wii
Ice Age: Dawn of the Dinosaurs,0.03,0,PS3
Bubsy 3D,0.07,0,PS
NCAA Final Four 2001,0.07,0,PS2
Robin Hood: Defender of the Crown,0.07,0,PS2
Face Training,0,0.19,DS
Barbie Horse Adventures: Riding Camp,0,0,Wii
SD Gundam GX,0,0.19,SNES
R-Type Final,0.07,0,PS2
Jackie Chan Adventures: Legend of the Dark Hand,0.05,0,GBA
Bolt,0.04,0,PS3
Mathews Bowhunting,0,0,Wii
Phantasy Star Nova,0,0.19,PSV
Pro Evolution Soccer 2014,0,0.19,3DS
Sega GT 2002,0.03,0.03,XB
F1 2011,0.15,0,PC
Air Conflicts: Secret Wars,0.06,0,PS3
Ty the Tasmanian Tiger 3: Night of the Quinkan,0.07,0,PS2
Family Feud: 2012 Edition,0,0,Wii
Samurai Warriors 2: Empires,0,0.19,PS2
Blood Omen 2,0.04,0,XB
Earth Defense Force: Insect Armageddon,0.04,0.03,X360
Major League Baseball 2K10,0,0,PS3
Saints Row IV,0.06,0,PC
J-League Pro Soccer Club o Tsukurou! 5,0,0.19,PS2
Harry Potter: Quidditch World Cup,0.04,0,XB
Dance Central: Spotlight,0.03,0,XOne
Little Battlers eXperience W,0,0.19,PSP
Warriors: Legends of Troy,0.04,0.07,PS3
La Pucelle: Tactics,0.07,0,PS2
Arcania: Gothic 4,0.08,0,PC
NBA Ballers: Chosen One,0,0,X360
Tiger Woods PGA Tour 07,0.05,0,XB
Disney's Meet the Robinsons,0,0,Wii
Sword Art Online: Hollow Realization,0.02,0.1,PS4
Star Wars: The Clone Wars & Tetris Worlds,0.04,0,XB
The Lord of the Rings: War in the North,0.11,0,PC
The Bee Game,0,0,DS
SBK X: Superbike World Championship,0.07,0,X360
Rango: The Video Game,0.09,0,PS3
EverQuest Online Adventures: Frontiers,0.07,0,PS2
Godzilla (2015),0.03,0.02,PS4
Fairy Fencer F,0.03,0.09,PS3
Shadows of the Damned,0.06,0.01,X360
Treasures of the Deep,0.07,0,PS
Phantasy Star Online Ver. 2,0,0.19,DC
Cabela's Survival: Shadows of Katmai,0.05,0,PS3
Hot Wheels: Battle Force 5,0,0,Wii
Go Play: Lumberjacks,0,0,Wii
Fight Club,0.07,0,PS2
Samurai Warriors: State of War,0,0.11,PSP
Cabela's Survival: Shadows of Katmai,0.03,0,X360
Dragon Blade: Wrath of Fire,0,0,Wii
Guilty Gear Xrd: Sign,0,0.07,PS3
Dance Dance Revolution: Disney Grooves,0,0,Wii
Camping Mama: Outdoor Adventures,0.05,0,DS
Harvest Moon: A Wonderful Life Special Edition,0.07,0,PS2
Sports Illustrated for Kids: Football,0.05,0,GBA
The Munchables,0,0,Wii
How to Train Your Dragon 2,0.13,0,Wii
.hack//Quarantine Part 4: The Final Chapter,0.07,0,PS2
The Smurfs 2,0.17,0,DS
Close Combat: First to Fight,0.04,0,XB
Indiana Jones and the Emperor's Tomb,0.04,0,XB
Buffy the Vampire Slayer: Chaos Bleeds,0.07,0,PS2
Remington Super Slam Hunting: North America,0,0,Wii
Reel Fishing II,0.07,0,PS
Battle of Giants: Dinosaurs Strike,0.03,0,Wii
Ty the Tasmanian Tiger,0.04,0,XB
Imagine: Babyz Fashion,0,0,DS
Dead or Alive,0,0.18,SAT
Active Health with Carol Vorderman,0.18,0,DS
Driving Emotion Type-S,0.03,0.11,PS2
Heavy Fire: Afghanistan,0,0,PS3
Siren,0.07,0,PS2
NARC,0.04,0,XB
Driver: San Francisco,0.1,0,PC
Just Dance 2017,0.11,0,Wii
NASCAR Unleashed,0,0,Wii
Super Robot Taisen J,0,0.18,GBA
Shape Up,0.09,0,XOne
Nep League DS,0,0.18,DS
Happy Cooking,0,0,DS
Ar tonelico 2: Melody of Metafalica,0.03,0.11,PS2
Cars: Race-O-Rama,0.03,0,PS3
Jewel Master: Cradle of Athena,0,0,DS
Saw II: Flesh & Blood,0.06,0,PS3
Hidden Mysteries: Vampire Secrets,0.11,0,DS
Casper: Friends Around the World,0.07,0,PS
Jurassic Park III: Island Attack,0.05,0,GBA
Jikkyou Powerful Pro Baseball 2016,0,0.18,PSV
Star Trek: Legacy,0.02,0,X360
Tekken Tag Tournament 2,0.07,0.01,WiiU
GameBoy Wars,0,0.18,GB
Amplitude,0.07,0,PS2
Disgaea DS,0.01,0.05,DS
Gauntlet: Seven Sorrows,0.04,0,XB
AirForce Delta Storm,0.04,0,XB
Metal Gear Solid V: The Phantom Pain,0.04,0,X360
Monopoly Party,0.04,0,XB
Fear Effect 2: Retro Helix,0.07,0,PS
Chaotic: Shadow Warriors,0,0,DS
Ninja Gaiden 3,0.03,0,WiiU
Atelier Shallie: Alchemists of the Dusk Sea,0.02,0.08,PS3
Mahjong: Journey Quest for Tikal,0.02,0,DS
Call of Duty: World at War,0.14,0,PC
CSI: Fatal Conspiracy,0.05,0,PS3
Chocobo no Fushigi Dungeon for WonderSwan,0,0.18,WS
International Superstar Soccer 2000 (JP weekly sales),0,0.18,N64
Ringling Bros. and Barnum & Bailey Circus,0,0,Wii
Klonoa: Door to Phantomile,0,0.17,PS
Vietcong: Purple Haze,0.07,0,PS2
Atari Anniversary Advance,0.05,0,GBA
Summer Athletics: The Ultimate Challenge,0,0,PS2
Hatsune Miku and Future Stars: Project Mirai,0,0.18,3DS
X-Men Origins: Wolverine,0,0,PS2
Syndicate,0.06,0,X360
Zumba Fitness Rush,0.16,0,X360
Call of Juarez,0.02,0,X360
TalkMan (Japan),0,0.18,PSP
Ghostbusters: The Video Game,0.01,0,PSP
Bloody Roar: Primal Fury,0.04,0,GC
Mega Man Soccer,0.01,0.13,SNES
MotoGP,0.11,0,Wii
Mushroom Men: The Spore Wars,0.01,0,Wii
Saint Seiya: Soldiers' Soul,0.12,0.04,PS4
Brunswick Pro Bowling,0.05,0,PS3
LEGO Harry Potter: Years 5-7,0.07,0,PSV
FIFA Soccer 07,0.04,0,GC
Rabbids Party Collection,0.16,0,Wii
Corpse Party: Blood Drive,0.01,0.06,PSV
The Last Airbender,0.04,0,DS
My Fitness Coach 2: Exercise and Nutrition,0.03,0,Wii
Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,0.05,0,GBA
Vampire Savior: The Lord of Vampire,0,0.18,SAT
Backbreaker,0,0,X360
UFC Personal Trainer: The Ultimate Fitness System,0.06,0,Wii
MotoGP 14 ,0.11,0,PS4
Shrek SuperSlam,0,0,DS
Alone in the Dark,0.08,0,Wii
Super Robot Taisen UX,0,0.18,3DS
Skylanders Imaginators,0.08,0,WiiU
Six Flags Fun Park,0,0,DS
Test Drive Off-Road Wide Open,0.03,0,XB
Jeopardy!,0,0,DS
Pro Yaky? Spirits 2011,0,0.18,PS3
Doctor Who: Return to Earth,0.16,0,Wii
Battle Commander: Hachibushu Shura no Heihou,0,0.18,SNES
WWE All Stars,0.04,0,PSP
Jampack Vol. 1,0.07,0,PS
Bad Boys: Miami Takedown,0.04,0,XB
Valhalla Knights 3,0.01,0.12,PSV
Mega Man X: Command Mission,0.07,0,PS2
Tokyo Xtreme Racer DRIFT,0.07,0,PS2
Moon,0,0.17,PS
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",0.01,0,DS
Cabela's Big Game Hunter 2005 Adventures,0.04,0,XB
Re-Volt,0.04,0,N64
Sesame Street: Elmo's Letter Adventure,0.04,0,N64
Senran Kagura: Estival Versus,0.02,0.09,PSV
Might & Magic: Clash of Heroes,0.02,0,DS
GRID Autosport,0.09,0.01,PS3
Gokujou Parodius,0,0.18,SNES
Half-Minute Hero,0.01,0.07,PSP
Gauntlet: Dark Legacy,0.04,0,GC
A.C.E.: Another Century's Episode 2,0,0.18,PS2
The Chronicles of Narnia: Prince Caspian,0.01,0,X360
Company of Heroes: Anthology,0.15,0,PC
Shadow The Hedgehog,0.04,0,XB
Daigasso! Band Brothers P,0,0.18,3DS
Batman: Vengeance,0.05,0,GBA
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,0,0.18,DC
The Adventures of Cookie & Cream,0.07,0,PS2
World of Outlaws: Sprint Cars,0,0,X360
Van Helsing,0.04,0,XB
Grand Slam Tennis 2,0.06,0,X360
Ben 10 Ultimate Alien: Cosmic Destruction,0.06,0,X360
Pure Futbol,0.08,0,X360
Spider-Man: Friend or Foe,0,0,PSP
Sing4: The Hits Edition,0,0,Wii
Gun,0.04,0,GC
SoulCalibur Legends,0.01,0,Wii
Rio,0.03,0,Wii
F1 Challenge,0,0.18,SAT
Squeeballs Party,0,0,Wii
Metal Gear Ac!d 2,0,0.05,PSP
Shadow Madness,0.07,0,PS
Aliens: Colonial Marines,0.06,0,PC
Tiger Woods PGA Tour 2004,0.05,0,GBA
The Game of Life / Yahtzee / Payday,0.05,0,GBA
FIFA Soccer 11,0.14,0,PC
American Chopper 2: Full Throttle,0.07,0,PS2
Borderlands,0.14,0,PC
de Blob 2,0.06,0,Wii
Silent Hill 4: The Room,0.04,0,XB
Commandos 2: Men of Courage,0.07,0,PS2
Remember Me,0.06,0,X360
Brink,0.09,0,PC
FIFA Soccer 2002,0.04,0,GC
Pro Evolution Soccer 2013,0.02,0.1,3DS
Atari Anniversary Edition Redux,0.07,0,PS
Lips: Party Classics,0.11,0,X360
Toukiden: The Age of Demons,0,0.18,PSP
Fireblade,0.07,0,PS2
Disney's Tarzan Untamed,0.04,0,GC
Brunswick Circuit Pro Bowling,0.07,0,PS
Marvel Super Hero Squad: Comic Combat,0.03,0,Wii
Trinity Universe,0.05,0.03,PS3
Payday 2,0.07,0,XOne
Pirates: Hunt For Blackbeard's Booty,0.08,0,Wii
Cabela's Dangerous Hunts 2009,0.07,0,PS2
Senran Kagura: Estival Versus,0,0.08,PS4
Ball Breakers,0.07,0,PS
Mobile Suit Gundam Seed Destiny: Generation of C.E.,0,0.18,PS2
Splatterhouse,0.03,0,X360
EyeToy: Groove,0.07,0,PS2
You Don't Know Jack,0,0,PS3
Chuck E. Cheese's Party Games,0,0,DS
Twisted Metal: Small Brawl,0.07,0,PS
Otomedius Excellent,0,0.04,X360
Charlie and the Chocolate Factory,0.04,0,GC
Armored Core: Last Raven,0.04,0.08,PS2
Burnout Legends,0.02,0,DS
Tomb Raider: Underworld,0.04,0,PS2
College Hoops 2K7,0,0,PS3
Hello Kitty: Birthday Adventures,0.1,0,DS
All Grown Up! Express Yourself,0.05,0,GBA
Escape The Museum,0.12,0,DS
K-1 World Grand Prix,0.03,0.1,PS2
Kidou Senshi Gundam: Senjou no Kizuna Portable,0,0.18,PSP
Super Robot Taisen A Portable,0,0.18,PSP
Juiced,0.04,0,XB
Naruto Shippuden: Dragon Blade Chronicles,0.01,0.05,Wii
Looney Tunes: Back in Action,0.05,0,GBA
Shaun White Skateboarding,0.03,0,Wii
DiRT Showdown,0.12,0,PS3
Virtua Tennis,0.05,0,GBA
Cabela's Big Game Hunter: Hunting Party,0,0,X360
Tales of the Tempest,0,0.18,DS
SimCity Creator (JP sales),0,0.18,DS
Biohazard: Revival Selection,0,0.18,PS3
Sonic Riders: Zero Gravity,0.07,0,PS2
UFC: Sudden Impact,0.07,0,PS2
NBA Hoopz,0.07,0,PS2
ESPN X Games Skateboarding,0.05,0,GBA
Nancy Drew: The Hidden Staircase,0,0,DS
Speedball 2100,0.07,0,PS
Full Auto 2: Battlelines,0.02,0,PS3
College Hoops 2K8,0,0,X360
LEGO Island 2: The Brickster's Revenge,0.07,0,PS
How to Train Your Dragon,0.03,0,PS3
Backyard Basketball,0.05,0,GBA
Madden NFL 09,0.04,0,XB
Dynasty Warriors: Gundam 3,0.03,0.02,X360
Scooby-Doo! Unmasked,0.05,0,GBA
Summon Night 4,0,0.18,PS2
NHL 2004,0.04,0,XB
Pro Yaky? Spirits 5,0,0.18,PS2
Back to the Future: The Game,0.05,0,PS4
Namco Museum: 50th Anniversary,0.04,0,XB
Monster 4x4: Stunt Racer,0,0,Wii
Velvet Assassin,0.02,0.01,X360
NFL 2K2,0.04,0,XB
MindJack,0.07,0,PS3
Marvel Super Hero Squad: Comic Combat,0.04,0,X360
NBA Starting Five,0.07,0,PS2
NBA Live 16,0.04,0,PS4
WWE SmackDown vs. Raw 2009,0.02,0,DS
Dead or Alive Paradise,0.02,0.07,PSP
Dark Souls II,0.08,0,PC
The Suffering: Ties That Bind,0.07,0,PS2
EyeToy: Kinetic,0.07,0,PS2
Transformers: Prime,0.02,0,3DS
Fancy Nancy: Tea Party Time!,0,0,DS
Project Spark,0.05,0,XOne
Army Men: Sarge's Heroes 2,0.07,0,PS2
Yakuza Zero: The Place of Oath,0,0.17,PS4
The Wild Thornberrys: Animal Adventures,0.07,0,PS
Cabela's Adventure Camp,0.02,0,Wii
SEGA Bass Fishing Duel,0.07,0,PS2
Teen Titans,0.05,0,GBA
Sports Illustrated for Kids: Baseball,0.05,0,GBA
Mark Davis Pro Bass Challenge,0.07,0,PS2
Rugrats: Royal Ransom,0.03,0,GC
Winning Eleven: Pro Evolution Soccer 2007,0,0.17,DS
Warriors of Might and Magic,0.07,0,PS2
Rapala Fishing Frenzy 2009,0,0,PS3
Petz: Horseshoe Ranch,0,0,DS
Open Season,0.03,0,GC
Ridge Racer,0.07,0.05,PSV
EyePet & Friends,0.08,0,PS3
Street Fighter: The Movie,0.07,0,PS
Major League Baseball 2K9,0,0,PS3
World Championship Poker,0.05,0,GBA
Global Defence Force,0,0.17,PS2
Major League Baseball 2K6,0.03,0,GC
WordJong Party,0,0,Wii
SaGa 2: Hihou Densetsu - Goddess of Destiny,0,0.17,DS
Smash Court Tennis Pro Tournament,0.07,0,PS2
Super Robot Taisen L,0,0.17,DS
Race Pro,0.09,0,X360
